"fraud_id","account_id","transaction_id","fraud_type","fraud_details","detection_date"
302,86,3686,"Gap Between Transactions Exceeds 1 year","Gap between transaction on 2015-11-16 transaction id 3726 and 2019-01-13 is 1154 days.","2024-08-24 00:03:26"
303,87,3713,"Gap Between Transactions Exceeds 1 year","Gap between transaction on 2017-09-27 transaction id 1706 and 2020-08-25 is 1063 days.","2024-08-24 00:03:26"
304,87,36,"Gap Between Transactions Exceeds 1 year","Gap between transaction on 2021-04-14 transaction id 261 and 2022-08-14 is 487 days.","2024-08-24 00:03:26"
305,88,4215,"Gap Between Transactions Exceeds 1 year","Gap between transaction on 2011-12-02 transaction id 3201 and 2013-07-01 is 577 days.","2024-08-24 00:03:26"
306,89,3376,"Gap Between Transactions Exceeds 1 year","Gap between transaction on 2017-01-31 transaction id 3323 and 2018-04-09 is 433 days.","2024-08-24 00:03:26"
307,94,3343,"Gap Between Transactions Exceeds 1 year","Gap between transaction on 2008-05-28 transaction id 623 and 2009-07-26 is 424 days.","2024-08-24 00:03:26"
308,96,2994,"Gap Between Transactions Exceeds 1 year","Gap between transaction on 2021-03-02 transaction id 2970 and 2022-09-08 is 555 days.","2024-08-24 00:03:26"
309,113,975,"Gap Between Transactions Exceeds 1 year","Gap between transaction on 2016-01-25 transaction id 2610 and 2018-09-26 is 975 days.","2024-08-24 00:03:26"
310,116,2521,"Gap Between Transactions Exceeds 1 year","Gap between transaction on 2020-08-17 transaction id 3660 and 2022-06-16 is 668 days.","2024-08-24 00:03:26"
311,118,1109,"Gap Between Transactions Exceeds 1 year","Gap between transaction on 2008-11-13 transaction id 2523 and 2012-01-08 is 1151 days.","2024-08-24 00:03:26"
312,118,2366,"Gap Between Transactions Exceeds 1 year","Gap between transaction on 2012-03-04 transaction id 1337 and 2013-09-22 is 567 days.","2024-08-24 00:03:26"
313,121,4104,"Gap Between Transactions Exceeds 1 year","Gap between transaction on 2004-10-01 transaction id 2897 and 2005-12-09 is 434 days.","2024-08-24 00:03:26"
314,122,2142,"Gap Between Transactions Exceeds 1 year","Gap between transaction on 2015-08-15 transaction id 523 and 2017-04-16 is 610 days.","2024-08-24 00:03:26"
315,123,2538,"Gap Between Transactions Exceeds 1 year","Gap between transaction on 2005-06-14 transaction id 260 and 2009-02-16 is 1343 days.","2024-08-24 00:03:26"
316,125,4457,"Gap Between Transactions Exceeds 1 year","Gap between transaction on 2021-02-12 transaction id 1747 and 2022-06-25 is 498 days.","2024-08-24 00:03:26"
317,125,4792,"Gap Between Transactions Exceeds 1 year","Gap between transaction on 2023-03-13 transaction id 4606 and 2024-06-26 is 471 days.","2024-08-24 00:03:26"
318,126,27,"Gap Between Transactions Exceeds 1 year","Gap between transaction on 2018-01-19 transaction id 2102 and 2020-01-03 is 714 days.","2024-08-24 00:03:26"
319,126,4247,"Gap Between Transactions Exceeds 1 year","Gap between transaction on 2023-01-03 transaction id 454 and 2024-04-14 is 467 days.","2024-08-24 00:03:26"
320,130,354,"Gap Between Transactions Exceeds 1 year","Gap between transaction on 2010-08-14 transaction id 4561 and 2012-05-28 is 653 days.","2024-08-24 00:03:26"
321,131,467,"Gap Between Transactions Exceeds 1 year","Gap between transaction on 2022-09-04 transaction id 1823 and 2023-09-25 is 386 days.","2024-08-24 00:03:26"
322,136,4765,"Gap Between Transactions Exceeds 1 year","Gap between transaction on 2021-03-03 transaction id 1130 and 2022-07-13 is 497 days.","2024-08-24 00:03:26"
323,139,2956,"Gap Between Transactions Exceeds 1 year","Gap between transaction on 2022-03-27 transaction id 4012 and 2023-05-29 is 428 days.","2024-08-24 00:03:26"
324,139,1821,"Gap Between Transactions Exceeds 1 year","Gap between transaction on 2020-03-29 transaction id 4645 and 2021-11-25 is 606 days.","2024-08-24 00:03:26"
325,139,948,"Gap Between Transactions Exceeds 1 year","Gap between transaction on 2023-06-17 transaction id 726 and 2024-07-08 is 387 days.","2024-08-24 00:03:26"
326,143,2605,"Gap Between Transactions Exceeds 1 year","Gap between transaction on 2011-03-21 transaction id 4358 and 2013-07-20 is 852 days.","2024-08-24 00:03:26"
327,143,967,"Gap Between Transactions Exceeds 1 year","Gap between transaction on 2014-07-04 transaction id 530 and 2015-08-31 is 423 days.","2024-08-24 00:03:26"
328,144,3708,"Gap Between Transactions Exceeds 1 year","Gap between transaction on 2011-09-07 transaction id 2468 and 2013-09-28 is 752 days.","2024-08-24 00:03:26"
329,144,1455,"Gap Between Transactions Exceeds 1 year","Gap between transaction on 2018-03-22 transaction id 4340 and 2020-11-30 is 984 days.","2024-08-24 00:03:26"
330,146,2599,"Gap Between Transactions Exceeds 1 year","Gap between transaction on 2011-09-24 transaction id 4907 and 2014-02-17 is 877 days.","2024-08-24 00:03:26"
331,155,3737,"Gap Between Transactions Exceeds 1 year","Gap between transaction on 2020-12-16 transaction id 647 and 2022-05-03 is 503 days.","2024-08-24 00:03:26"
332,158,2113,"Gap Between Transactions Exceeds 1 year","Gap between transaction on 2016-06-30 transaction id 2139 and 2017-11-23 is 511 days.","2024-08-24 00:03:26"
333,160,1814,"Gap Between Transactions Exceeds 1 year","Gap between transaction on 2013-03-20 transaction id 3514 and 2014-04-23 is 399 days.","2024-08-24 00:03:26"
334,162,2845,"Gap Between Transactions Exceeds 1 year","Gap between transaction on 2017-01-31 transaction id 4433 and 2018-07-24 is 539 days.","2024-08-24 00:03:26"
335,163,274,"Gap Between Transactions Exceeds 1 year","Gap between transaction on 2015-07-20 transaction id 3004 and 2016-08-13 is 390 days.","2024-08-24 00:03:26"
336,167,257,"Gap Between Transactions Exceeds 1 year","Gap between transaction on 2019-05-29 transaction id 3408 and 2020-07-05 is 403 days.","2024-08-24 00:03:26"
337,171,468,"Gap Between Transactions Exceeds 1 year","Gap between transaction on 2013-09-13 transaction id 22 and 2015-01-11 is 485 days.","2024-08-24 00:03:26"
338,171,3641,"Gap Between Transactions Exceeds 1 year","Gap between transaction on 2010-10-22 transaction id 4526 and 2012-06-10 is 597 days.","2024-08-24 00:03:26"
339,173,4983,"Gap Between Transactions Exceeds 1 year","Gap between transaction on 2014-02-20 transaction id 1656 and 2015-03-03 is 376 days.","2024-08-24 00:03:26"
340,174,4813,"Gap Between Transactions Exceeds 1 year","Gap between transaction on 2016-09-02 transaction id 727 and 2017-12-18 is 472 days.","2024-08-24 00:03:26"
341,181,1770,"Gap Between Transactions Exceeds 1 year","Gap between transaction on 2012-11-22 transaction id 4554 and 2016-04-13 is 1238 days.","2024-08-24 00:03:26"
342,182,1343,"Gap Between Transactions Exceeds 1 year","Gap between transaction on 2016-10-28 transaction id 2481 and 2017-12-10 is 408 days.","2024-08-24 00:03:26"
343,183,2921,"Gap Between Transactions Exceeds 1 year","Gap between transaction on 2017-08-15 transaction id 4211 and 2019-01-20 is 523 days.","2024-08-24 00:03:26"
344,183,3973,"Gap Between Transactions Exceeds 1 year","Gap between transaction on 2020-06-11 transaction id 2938 and 2021-08-02 is 417 days.","2024-08-24 00:03:26"
345,194,1630,"Gap Between Transactions Exceeds 1 year","Gap between transaction on 2015-02-21 transaction id 3328 and 2016-06-27 is 492 days.","2024-08-24 00:03:26"
