transaction_id,account_id,merchant_id,amount,transaction_date,transaction_time
1288,95,45,21807.26,2024-07-21,04:29:38
1289,181,46,25604.42,2018-08-04,18:23:02
1290,59,1,39251.85,2023-04-29,22:36:41
1291,160,21,38970.74,2012-05-17,02:45:16
1292,41,17,44035.42,2024-06-21,04:11:36
1293,179,3,24336.26,2013-04-10,09:02:57
1294,85,24,47936.6,2023-12-21,02:47:10
1295,39,22,11591.51,2016-06-03,02:52:19
1296,105,14,35687.07,2010-02-11,19:40:12
1297,3,3,13641.89,2022-11-19,21:01:17
1298,114,40,22644.59,2015-09-30,12:00:44
1299,102,48,45086.89,2021-06-08,18:04:27
1300,63,26,5055.75,2023-03-14,07:43:10
1301,188,5,16090.23,2020-09-28,02:13:05
1302,50,17,1599.73,2016-01-06,05:34:47
1303,156,1,13067.98,2022-04-10,16:27:59
1304,3,29,7171.61,2024-05-01,18:24:34
1305,92,9,18845.14,2018-09-08,16:18:35
1306,68,21,27330.48,2020-10-14,00:42:45
1307,115,39,3591.79,2024-02-18,13:40:46
1308,186,25,39812.0,2023-05-14,15:04:12
1309,163,40,9273.11,2016-10-01,05:12:16
1310,196,18,43487.32,2018-07-31,06:46:42
1311,8,16,33128.57,2020-01-19,19:49:28
1312,113,24,3806.88,2024-08-05,21:40:12
1313,11,18,36018.6,2020-03-11,15:52:07
1314,195,30,23250.88,2024-04-12,10:06:31
1315,103,35,16363.66,2024-07-23,21:59:29
1316,117,3,41414.31,2019-07-12,12:54:39
1317,194,44,9785.36,2016-12-16,18:54:44
1318,14,11,14893.02,2011-08-24,10:28:02
1319,90,45,47652.92,2020-10-07,16:06:33
1320,200,25,37212.83,2024-01-02,23:40:11
1321,47,36,34640.3,2019-01-29,09:05:15
1322,54,27,49619.97,2016-12-06,10:21:04
1323,92,19,48888.97,2024-05-04,13:21:40
1324,93,47,36483.52,2023-07-09,11:38:23
1325,175,32,48255.28,2018-12-16,08:33:43
1326,31,35,15524.98,2016-01-09,21:43:55
1327,28,50,39959.89,2024-04-10,07:43:42
1328,124,28,2562.27,2013-06-11,17:29:38
1329,163,9,16369.25,2023-07-14,02:07:28
1330,172,36,14009.65,2021-06-07,08:32:51
1331,119,38,12333.09,2022-04-27,18:38:24
1332,180,27,1006.9,2008-07-13,17:42:11
1333,97,19,17947.46,2023-01-23,04:56:04
1334,69,42,6649.49,2009-10-30,00:22:54
1335,134,17,23482.7,2018-06-19,07:53:52
1336,115,13,1541.9,2023-08-11,11:13:04
1337,118,42,26922.34,2012-03-04,21:23:43
1338,13,37,34449.45,2021-01-22,19:01:58
1339,177,48,1868.59,2024-07-31,15:44:09
1340,25,3,25690.61,2013-01-30,20:31:15
1341,58,37,17436.73,2020-10-29,10:33:44
1342,171,31,32808.3,2017-08-21,04:37:48
1343,182,3,42480.65,2017-12-10,20:07:47
1344,93,13,47942.04,2021-11-14,06:35:12
1345,81,29,18121.73,2014-01-07,05:25:26
1346,85,29,39775.6,2019-08-26,01:19:40
1347,200,25,4842.23,2024-06-24,17:49:13
1348,53,1,31277.26,2013-08-02,10:16:31
1349,130,24,4506.12,2015-03-05,05:33:06
1350,44,38,3710.82,2022-10-21,14:05:34
1351,156,6,36949.99,2023-09-21,01:58:55
1352,88,17,7329.03,2009-05-30,16:29:58
1353,30,8,13262.72,2024-08-14,03:36:00
1354,46,24,11423.4,2016-03-08,02:53:19
1355,5,16,18230.12,2013-04-24,20:18:57
1356,50,17,3232.95,2006-08-05,12:39:47
1357,14,38,8628.25,2012-11-25,01:14:39
1358,186,42,33411.93,2022-10-25,01:49:19
1359,148,19,14489.53,2021-12-08,02:16:44
1360,129,19,39100.71,2024-03-28,19:37:37
1361,175,40,26574.89,2022-02-24,09:26:09
1362,183,47,39245.96,2015-11-24,19:15:09
1363,59,12,48858.0,2020-10-24,17:55:23
1364,47,46,8506.79,2013-02-21,06:34:59
1365,157,1,2409.55,2021-06-25,10:48:39
1366,170,35,16239.93,2023-06-20,04:59:56
1367,24,20,5308.26,2018-07-09,15:16:39
1368,145,10,26492.45,2021-06-10,10:50:36
1369,141,28,42750.72,2021-04-16,09:02:08
1370,88,36,257.01,2010-10-05,05:08:37
1371,138,18,20872.43,2023-12-05,01:04:25
1372,184,30,45694.67,2021-08-28,12:29:17
1373,124,11,10359.5,2012-11-10,23:29:02
1374,8,19,34089.1,2017-02-24,04:58:26
1375,107,21,9187.18,2016-12-14,00:59:53
1376,85,33,12773.1,2023-09-19,08:22:36
1377,167,4,27587.22,2023-03-23,18:46:58
1378,199,13,7632.11,2024-03-02,14:12:58
1379,34,3,13598.72,2020-07-11,15:22:50
1380,149,21,389.76,2024-06-25,01:57:38
1381,97,44,46076.51,2022-12-20,09:41:55
1382,38,38,27641.47,2022-05-12,06:56:40
1383,93,33,34418.46,2023-09-17,05:22:47
1384,53,3,44368.32,2014-07-08,23:17:24
1385,35,27,36817.33,2019-03-24,20:34:43
1386,128,6,11937.66,2010-06-07,02:06:40
1387,102,45,12326.34,2023-02-26,01:10:28
1388,69,47,8233.62,2018-04-02,16:32:29
1389,167,20,32384.41,2015-10-03,14:53:04
1390,28,13,37086.55,2022-01-16,18:46:48
1391,8,46,28083.39,2022-08-15,17:01:54
1392,131,41,18818.52,2012-09-11,21:51:02
1393,164,43,12256.9,2019-02-18,12:27:09
1394,93,49,30035.42,2023-10-24,19:07:14
1395,11,38,46399.01,2014-06-15,13:39:45
1396,98,40,11165.87,2014-11-05,12:57:35
1397,2,44,38989.76,2024-01-28,23:09:00
1398,199,6,45833.74,2023-01-27,01:06:15
1399,50,21,2957.14,2016-11-13,10:46:32
1400,173,10,49168.48,2016-04-29,21:10:01
1401,14,3,26114.36,2015-08-26,14:16:55
1402,113,8,12585.33,2013-08-07,05:45:32
1403,58,31,35244.82,2023-04-15,07:56:26
1404,179,46,13423.29,2022-12-26,16:59:06
1405,60,25,41570.22,2024-04-09,07:17:34
1406,57,7,23490.16,2023-04-24,09:04:51
1407,101,32,26571.86,2022-03-04,00:38:39
1408,56,45,14214.35,2023-06-06,00:08:53
1409,191,40,46518.43,2024-08-22,09:21:30
1410,148,25,35558.41,2023-03-24,18:26:18
1411,177,24,17034.1,2024-07-11,23:04:41
1412,114,41,24835.18,2017-11-12,21:43:17
1413,13,36,43271.14,2019-11-20,22:25:10
1414,175,13,985.02,2022-10-14,12:46:49
1415,53,30,42111.42,2020-07-05,04:49:22
1416,179,7,1734.16,2018-03-01,14:47:18
1417,99,39,37862.6,2021-06-09,02:33:18
1418,83,34,27222.14,2023-04-20,01:44:51
1419,190,13,27162.35,2024-02-14,06:06:26
1420,107,10,5735.9,2022-05-17,04:09:33
1421,79,15,14692.27,2024-01-10,15:31:22
1422,57,38,15185.64,2021-04-16,19:51:14
1423,89,30,30004.82,2022-08-31,22:25:03
1424,29,28,49192.29,2022-03-16,07:42:08
1425,114,30,41556.17,2018-10-27,15:59:31
1426,185,15,6288.29,2022-02-21,09:49:39
1427,200,26,42218.02,2024-01-01,21:49:44
1428,185,21,38665.12,2023-11-21,11:18:12
1429,2,15,36757.31,2023-07-29,07:50:06
1430,8,21,44546.65,2024-03-02,22:17:24
1431,114,37,40948.92,2014-07-30,13:42:15
1432,31,46,34106.28,2024-04-30,18:05:08
1433,21,26,33288.94,2007-02-10,06:10:56
1434,42,37,11498.83,2015-09-23,21:54:02
1435,63,13,38994.15,2019-05-25,18:43:16
1436,41,22,33702.22,2024-06-25,23:47:37
1437,46,26,17481.12,2024-03-13,02:34:57
1438,125,47,22890.09,2018-02-09,15:09:15
1439,124,5,32570.84,2019-12-17,14:10:04
1440,65,26,10431.71,2023-10-28,17:17:11
1441,138,34,16464.5,2023-08-04,20:05:53
1442,74,46,12348.28,2007-09-25,18:15:58
1443,174,46,21904.45,2014-10-31,23:18:52
1444,82,45,37128.0,2016-11-14,13:55:37
1445,29,3,1654.0,2016-02-04,12:13:52
1446,198,30,6232.7,2022-07-23,22:44:50
1447,176,19,46764.27,2023-09-29,10:55:30
1448,168,43,19448.95,2023-05-06,10:41:52
1449,194,26,2560.37,2017-06-21,16:23:01
1450,145,43,7869.31,2022-05-24,02:24:00
1451,54,42,48804.59,2016-10-01,08:27:34
1452,102,35,1959.16,2023-12-15,22:32:22
1453,146,39,11363.69,2006-12-08,18:55:59
1454,164,15,20443.19,2019-08-01,01:52:24
1455,144,45,47448.66,2020-11-30,19:22:26
1456,111,22,33248.85,2018-08-06,03:45:23
1457,24,42,20752.75,2020-05-26,12:07:59
1458,48,22,28123.61,2017-08-15,01:41:36
1459,62,35,3784.58,2022-07-24,05:06:16
1460,92,39,7167.0,2024-03-23,03:44:17
1461,2,16,41934.04,2024-01-06,09:47:12
1462,195,33,35741.81,2022-08-02,13:32:40
1463,190,42,15326.05,2024-02-04,21:08:37
1464,16,10,13940.3,2021-02-16,21:12:41
1465,107,35,26379.12,2023-02-13,02:47:26
1466,3,15,40964.17,2019-11-24,18:32:23
1467,124,7,11343.15,2020-03-06,17:32:34
1468,106,39,10296.74,2022-02-20,14:21:41
1469,100,30,16897.32,2020-12-18,15:09:49
1470,174,38,18594.81,2022-12-17,06:22:35
1471,35,32,20383.65,2022-05-18,06:23:21
1472,173,32,19006.14,2021-02-08,02:32:14
1473,67,34,31985.89,2021-12-14,02:12:39
1474,71,3,27787.51,2023-09-10,21:34:12
1475,154,27,45672.1,2021-02-25,09:42:40
1476,99,39,43656.05,2019-07-16,04:00:05
1477,144,17,13733.27,2018-03-05,21:15:17
1478,31,18,4986.79,2012-07-31,05:51:51
1479,193,20,22523.14,2024-04-17,15:35:52
1480,107,6,17219.78,2018-11-16,16:32:56
1481,124,18,1560.29,2015-12-04,06:35:39
1482,30,43,349.69,2024-08-09,03:30:27
1483,41,8,26499.18,2024-05-02,17:11:56
1484,69,27,34388.6,2014-04-02,21:56:58
1485,199,9,48082.92,2020-08-27,06:33:35
1486,18,40,4520.87,2019-02-17,17:29:02
1487,50,28,14312.98,2008-02-20,10:29:13
1488,186,25,16807.26,2019-09-15,13:11:35
1489,15,14,33589.45,2022-07-28,21:19:11
1490,179,44,22754.92,2016-12-31,14:14:54
1491,168,23,36427.87,2022-06-26,08:25:53
1492,29,40,30281.34,2014-08-03,20:36:03
1493,182,42,16144.06,2022-12-02,19:22:51
1494,13,49,21543.71,2023-02-10,08:19:49
1495,25,18,46092.1,2022-12-03,13:18:40
1496,107,38,16581.36,2023-11-09,01:55:24
1497,66,30,12592.71,2009-01-28,06:48:12
1498,145,19,4729.16,2022-08-29,04:50:05
1499,52,27,20727.48,2023-09-01,12:41:55
1500,14,22,26254.04,2018-05-31,09:16:00
1501,9,35,26278.75,2021-07-09,06:03:16
1502,5,38,24235.37,2018-10-09,02:04:05
1503,87,15,38861.4,2023-10-24,19:40:47
1504,194,50,30228.06,2023-08-26,07:33:30
1505,53,1,47656.39,2019-05-03,03:09:02
1506,24,5,15112.03,2012-01-22,11:17:01
1507,49,45,5389.82,2017-04-17,14:55:33
1508,125,40,32896.7,2011-07-12,21:47:39
1509,31,27,27675.02,2022-10-10,16:50:35
1510,32,23,16468.32,2024-08-17,07:15:52
1511,38,23,38916.28,2024-06-01,16:15:59
1512,51,45,13492.61,2023-03-01,07:01:24
1513,6,25,19358.99,2021-05-11,22:27:10
1514,194,1,31854.91,2018-09-25,08:46:52
1515,169,17,35164.23,2022-05-27,08:30:56
1516,32,23,13174.05,2024-08-04,13:08:46
1517,78,2,26195.05,2023-02-03,07:24:43
1518,52,6,294.8,2023-12-24,08:30:58
1519,59,28,4529.03,2018-01-30,04:55:03
1520,43,44,24539.81,2017-03-26,23:43:43
1521,181,26,27900.26,2016-09-11,01:26:00
1522,87,36,4200.93,2016-06-19,04:35:19
1523,80,41,45025.36,2023-07-02,00:55:10
1524,116,37,43513.07,2018-01-09,03:52:29
1525,63,25,28487.8,2015-04-10,23:25:38
1526,4,9,21726.72,2023-02-10,18:22:36
1527,198,35,25008.47,2024-06-29,04:43:05
1528,111,23,40488.51,2020-05-03,00:33:28
1529,24,48,11495.4,2019-03-30,00:41:35
1530,118,42,40409.53,2008-03-25,08:30:09
1531,146,25,9364.55,2021-02-01,17:56:40
1532,152,17,36972.47,2024-02-16,03:44:08
1533,173,50,16098.97,2013-08-24,09:14:33
1534,168,50,35013.96,2021-04-06,12:06:30
1535,123,44,34856.58,2023-03-02,14:43:30
1536,143,37,43754.94,2017-08-02,17:25:47
1537,76,32,24645.49,2022-06-13,13:34:18
1538,71,1,25938.52,2024-02-21,05:22:34
1539,153,36,448.81,2021-01-06,12:58:56
1540,200,9,25103.63,2024-06-11,00:56:10
1541,147,32,36316.64,2023-08-29,20:54:09
1542,67,42,41397.74,2022-03-29,23:22:29
1543,134,46,18556.17,2016-01-03,07:32:03
1544,193,13,15980.61,2023-08-06,01:26:57
1545,91,38,40698.57,2017-06-02,05:49:20
1546,3,47,20755.07,2017-06-14,21:13:55
1547,115,19,5064.65,2017-12-04,13:07:59
1548,80,2,34933.57,2021-12-24,17:42:48
1549,6,10,12348.15,2014-01-18,06:45:39
1550,108,8,34860.9,2022-09-05,04:21:12
1551,186,3,3442.6,2024-07-31,18:55:19
1552,144,31,48617.85,2023-10-08,07:47:43
1553,115,21,2293.56,2017-01-17,10:00:25
1554,200,31,20749.64,2023-11-26,10:09:41
1555,27,10,22351.19,2023-06-22,17:12:49
1556,116,16,36116.71,2017-07-30,16:12:47
1557,143,40,7703.86,2023-09-14,09:22:34
1558,105,44,23227.36,2023-01-24,03:39:22
1559,81,49,46583.92,2016-01-18,13:44:59
1560,6,38,25066.18,2011-09-03,07:20:31
1561,160,36,16234.81,2017-09-01,07:16:13
1562,166,40,29621.86,2016-09-12,23:47:21
1563,89,12,39188.71,2016-07-02,15:49:42
1564,18,35,10946.89,2009-12-18,01:52:05
1565,160,25,24671.14,2019-01-09,06:06:26
1566,73,27,36658.41,2017-07-27,07:01:58
1567,138,34,23505.99,2024-02-12,10:48:12
1568,156,35,2159.62,2024-04-10,03:55:45
1569,78,29,26288.86,2023-02-07,03:52:52
1570,57,49,35708.12,2020-07-16,09:28:25
1571,111,23,15019.84,2022-05-03,14:47:28
1572,166,5,49879.1,2013-11-03,06:06:28
1573,196,30,103.44,2014-06-29,03:19:37
1574,110,48,17853.63,2022-06-05,16:21:03
1575,36,50,4107.71,2021-11-17,02:25:01
1576,108,48,3478.91,2017-02-18,10:49:31
1577,193,26,35932.36,2023-10-11,08:54:34
1578,72,48,2711.01,2021-04-09,07:29:31
1579,40,39,38179.49,2017-09-21,23:48:06
1580,11,33,5738.62,2019-12-23,08:50:16
1581,6,29,34816.16,2016-12-17,09:45:42
1582,129,48,32069.89,2023-02-06,17:02:55
1583,195,30,18099.36,2024-04-22,11:40:30
1584,160,14,7216.86,2011-08-22,12:20:09
1585,117,20,33878.5,2020-02-09,00:46:09
1586,14,10,49382.5,2007-05-11,14:13:31
1587,197,22,41452.95,2022-06-26,23:21:06
1588,193,24,17649.56,2024-02-28,14:24:33
1589,120,33,32690.98,2014-05-29,11:35:16
1590,141,40,35681.09,2016-09-03,08:02:27
1591,182,39,38798.07,2021-03-21,20:54:22
1592,75,3,15654.41,2023-07-25,20:43:27
1593,146,21,31619.55,2020-10-25,04:30:40
1594,23,50,11528.27,2022-05-25,03:46:53
1595,11,13,24763.9,2018-12-18,14:45:48
1596,141,48,4394.22,2018-11-14,07:52:27
1597,4,44,36731.45,2018-09-14,02:12:22
1598,157,36,45798.18,2016-02-12,14:25:00
1599,62,11,15624.12,2023-06-07,19:47:06
1600,90,42,34873.41,2020-11-06,16:58:34
1601,59,39,13058.22,2020-12-27,19:34:33
1602,163,28,6387.1,2022-02-15,01:12:36
1603,51,42,17314.23,2022-02-25,09:11:51
1604,155,20,21918.51,2015-07-12,02:27:40
1605,108,36,13036.19,2020-07-06,02:52:15
1606,166,9,17914.76,2012-12-28,14:15:09
1607,107,32,39374.39,2020-02-24,02:55:12
1608,155,27,3991.35,2013-03-24,00:37:55
1609,196,6,29828.33,2016-08-16,18:34:16
1610,116,35,18646.93,2022-12-01,17:26:17
1611,128,8,49535.61,2019-01-01,04:49:37
1612,3,31,34579.81,2017-10-31,22:00:38
1613,142,48,33428.02,2023-03-06,08:09:16
1614,85,48,22336.54,2021-06-03,08:53:10
1615,118,29,43020.44,2023-12-02,01:59:53
1616,128,42,4746.43,2014-05-09,08:47:37
1617,108,39,6085.34,2018-01-12,13:20:25
1618,3,6,3826.68,2023-01-09,10:45:00
1619,150,39,16716.4,2021-01-15,13:47:39
1620,58,36,47755.63,2020-01-14,23:56:38
1621,145,35,47466.09,2024-06-11,04:44:17
1622,71,18,28725.73,2023-08-29,12:26:15
1623,118,24,28034.68,2014-07-19,09:51:39
1624,146,6,25023.24,2015-01-21,16:25:19
1625,137,20,41151.47,2010-02-25,04:59:48
1626,101,33,20474.93,2021-06-01,23:15:01
1627,151,41,38161.34,2009-01-11,13:37:29
1628,113,10,22201.23,2013-04-23,13:34:15
1629,8,7,29091.27,2022-02-04,12:02:06
1630,194,11,43979.58,2016-06-27,16:43:25
1631,39,11,14330.39,2013-10-30,07:14:36
1632,46,9,21291.9,2009-03-29,00:55:07
1633,28,34,14953.86,2020-11-21,15:46:23
1634,172,8,44402.88,2018-09-20,23:54:41
1635,120,8,371.09,2022-05-19,17:24:33
1636,57,16,36878.86,2022-03-19,17:41:27
1637,180,27,14449.96,2013-01-07,16:40:25
1638,127,34,48685.34,2024-08-15,04:19:22
1639,19,48,47462.86,2013-08-21,12:12:39
1640,142,6,11220.15,2020-10-09,12:00:31
1641,37,37,22340.83,2014-05-05,22:02:10
1642,149,10,16900.13,2024-08-04,06:18:49
1643,147,10,36445.3,2020-04-29,21:58:31
1644,64,33,24341.67,2023-12-06,04:30:06
1645,33,38,10669.46,2019-05-13,00:56:04
1646,198,32,7153.12,2024-02-08,06:43:01
1647,25,2,22472.55,2016-12-23,11:13:50
1648,54,17,32863.33,2024-03-03,23:38:16
1649,93,46,6350.6,2021-10-30,01:48:33
1650,149,29,38157.25,2024-03-02,16:13:51
1651,99,20,2399.8,2016-10-14,00:17:51
1652,194,49,20434.81,2019-09-29,11:42:52
1653,6,43,37774.89,2015-07-25,19:45:20
1654,100,37,21681.76,2022-07-24,16:22:22
1655,149,4,30427.15,2023-06-02,15:10:35
1656,173,30,21679.91,2014-02-20,13:32:08
1657,46,45,46831.18,2011-04-23,04:34:09
1658,199,12,14546.64,2015-02-19,18:12:56
1659,175,18,22689.95,2020-07-31,03:12:54
1660,24,27,26265.49,2017-11-13,06:39:14
1661,133,3,19337.0,2024-05-04,19:39:03
1662,122,4,20234.26,2020-12-08,23:02:55
1663,114,39,49910.72,2018-12-04,03:54:06
1664,59,19,21374.16,2024-05-21,05:48:58
1665,154,10,11053.16,2023-01-08,08:48:25
1666,154,49,19018.2,2022-05-17,10:35:59
1667,28,49,35566.98,2023-11-05,14:36:10
1668,128,34,26329.91,2013-09-03,20:00:33
1669,137,30,11010.32,2011-09-07,02:12:55
1670,40,25,10091.85,2023-07-19,07:10:39
1671,126,35,1337.2,2020-04-12,12:04:38
1672,20,1,41800.16,2023-07-14,15:28:42
1673,56,24,46686.73,2022-02-22,03:48:27
1674,127,47,757.85,2024-06-27,23:00:50
1675,173,21,12131.29,2022-04-29,04:42:59
1676,153,29,45725.07,2023-07-27,12:39:04
1677,195,9,31078.06,2024-02-21,10:14:42
1678,15,30,37284.27,2022-08-28,02:26:53
1679,69,40,4880.74,2009-05-16,02:35:45
1680,133,38,12109.67,2024-04-11,03:27:56
1681,95,37,44795.92,2023-09-18,03:05:58
1682,92,5,36158.5,2017-02-02,21:52:49
1683,89,29,21856.96,2021-10-31,06:16:14
1684,34,40,22662.66,2022-10-05,22:47:11
1685,199,34,1144.5,2017-07-15,19:37:16
1686,107,40,37408.69,2017-02-14,08:02:47
1687,8,8,19489.09,2017-05-23,06:27:19
1688,126,44,36202.48,2020-11-27,19:41:24
1689,108,40,22299.2,2018-02-23,17:41:47
1690,56,15,5492.92,2024-08-22,01:47:27
1691,98,6,28434.72,2014-12-16,03:07:39
1692,113,48,47513.58,2012-08-02,12:44:59
1693,88,43,10876.71,2015-01-07,00:09:51
1694,78,9,15675.05,2024-05-29,13:31:53
1695,144,9,46436.24,2009-06-23,00:04:56
1696,32,16,45881.03,2024-07-31,14:05:33
1697,82,32,42444.07,2017-12-08,18:44:31
1698,186,48,11341.09,2023-09-02,05:37:04
1699,112,36,42109.04,2023-01-18,16:39:49
1700,30,4,38638.3,2024-08-20,14:44:50
1701,34,9,25597.88,2022-06-07,02:49:34
1702,14,33,29932.12,2019-02-11,01:21:43
1703,170,27,21199.41,2023-07-24,15:45:32
1704,168,29,3208.18,2021-05-23,06:10:43
1705,180,45,13779.12,2022-02-09,05:10:15
1706,87,48,6500.71,2017-09-27,13:19:29
1707,128,13,4446.09,2023-01-15,04:58:58
1708,28,18,37764.05,2021-06-06,06:18:44
1709,180,47,6754.18,2012-03-14,19:34:21
1710,62,39,44671.76,2022-02-07,15:21:50
1711,122,33,48502.97,2022-12-12,05:50:01
1712,108,35,49572.4,2023-10-25,19:54:55
1713,53,20,43589.87,2024-05-23,11:51:58
1714,120,28,26746.05,2013-10-09,08:49:40
1715,22,7,7728.66,2023-10-07,15:03:05
1716,30,20,6438.25,2024-08-11,15:26:54
1717,62,34,12359.38,2023-02-24,22:24:23
1718,29,50,2747.08,2023-10-09,19:18:57
1719,159,10,690.99,2020-07-22,15:08:28
1720,84,30,36216.8,2023-02-20,03:06:18
1721,36,49,40540.52,2022-11-04,11:54:13
1722,26,48,22109.34,2016-11-27,14:52:29
1723,178,23,3889.63,2024-06-18,22:59:36
1724,192,22,14003.85,2024-04-02,12:01:25
1725,132,41,41522.23,2021-03-29,13:18:40
1726,135,33,23644.2,2022-02-09,05:01:20
1727,15,24,41962.7,2022-07-31,06:16:41
1728,58,11,34711.04,2022-05-17,08:25:25
1729,55,22,40556.74,2022-02-02,23:39:19
1730,134,41,11568.98,2023-08-19,04:38:09
1731,74,6,44664.46,2012-06-19,14:59:23
1732,184,1,34591.68,2021-01-03,03:56:24
1733,86,45,35871.91,2008-03-14,21:03:30
1734,89,25,26051.19,2015-07-13,07:18:22
1735,174,4,8077.42,2023-10-24,05:05:01
1736,25,11,33162.09,2013-08-06,01:04:06
1737,152,42,21284.76,2024-03-08,18:38:26
1738,193,5,43077.16,2024-05-10,14:16:50
1739,84,25,38543.66,2022-11-14,03:14:32
1740,116,30,48569.47,2024-06-14,13:26:52
1741,140,10,44273.27,2014-07-21,18:04:59
1742,12,49,10534.17,2020-10-21,23:12:44
1743,186,31,36385.5,2020-02-04,20:41:24
1744,92,4,11094.78,2021-02-26,19:23:24
1745,76,39,36017.44,2020-05-25,02:19:32
1746,152,13,34231.69,2023-03-30,10:56:21
1747,125,29,13944.14,2021-02-12,03:19:11
1748,1,17,5676.58,2023-07-06,17:43:27
1749,144,18,11096.38,2023-02-03,07:20:33
1750,81,5,2769.33,2019-06-26,08:19:21
1751,128,38,7249.94,2016-10-23,00:53:56
1752,35,30,32676.79,2012-11-28,19:04:56
1753,50,2,36849.93,2017-05-05,15:44:09
1754,199,17,44825.09,2020-09-28,07:53:20
1755,104,43,20931.1,2022-07-19,03:00:48
1756,174,22,16635.01,2014-09-28,10:33:06
1757,46,28,15077.56,2022-01-08,03:15:51
1758,14,49,32203.73,2015-08-29,02:33:20
1759,17,15,2088.3,2019-08-19,19:34:27
1760,24,18,13901.87,2012-03-19,19:06:38
1761,166,27,34332.59,2024-01-24,11:57:56
1762,40,5,28676.47,2019-06-28,04:15:28
1763,171,39,35801.8,2007-02-19,10:39:19
1764,28,16,27321.97,2021-07-14,22:17:37
1765,118,27,18631.57,2016-08-13,04:40:58
1766,6,40,14338.82,2019-08-04,08:31:46
1767,134,31,14011.85,2021-12-15,10:09:51
1768,70,29,47590.5,2017-12-10,15:04:11
1769,29,29,28370.94,2022-10-25,15:35:13
1770,181,6,47389.09,2016-04-13,14:06:57
1771,106,8,9082.35,2023-04-28,02:20:46
1772,146,7,4635.91,2023-08-12,07:29:28
1773,127,11,22752.17,2024-07-26,06:57:19
1774,71,13,27920.71,2024-08-07,05:12:34
1775,92,22,29401.69,2023-11-01,17:39:43
1776,144,29,27146.53,2015-08-31,02:59:57
1777,151,28,19208.75,2009-04-21,04:44:39
1778,70,38,34920.16,2020-04-06,06:04:11
1779,114,32,7442.58,2015-11-26,23:05:41
1780,156,17,22923.91,2023-08-25,16:58:35
1781,171,24,40443.82,2006-04-18,13:24:52
1782,72,32,7075.8,2021-10-26,13:34:43
1783,90,3,48672.61,2023-12-31,06:12:13
1784,1,17,40044.35,2024-08-07,18:01:03
1785,129,27,46934.28,2024-03-15,17:53:54
1786,27,37,27488.45,2015-05-23,06:13:12
1787,123,25,37817.48,2023-11-20,19:51:34
1788,127,48,23686.63,2024-05-30,22:24:08
1789,30,44,5463.81,2024-08-13,07:41:33
1790,30,22,37928.62,2024-08-20,19:32:25
1791,134,35,38203.06,2022-06-12,09:41:54
1792,189,13,16287.46,2022-09-10,07:21:30
1793,44,15,11673.17,2018-08-18,10:14:23
1794,184,34,32116.72,2022-05-06,08:00:16
1795,1,28,3772.19,2021-10-01,10:07:38
1796,135,6,42024.13,2022-05-19,21:36:33
1797,115,21,13736.93,2018-02-26,16:20:04
1798,167,30,5132.04,2020-07-20,07:20:41
1799,16,6,33850.0,2022-06-12,17:53:44
1800,102,46,17920.9,2019-09-01,15:04:31
1801,145,15,11543.43,2022-03-12,04:07:10
1802,137,11,23161.85,2014-08-01,08:49:05
1803,104,10,12648.86,2022-03-20,10:54:10
1804,52,33,35268.09,2023-08-19,02:41:34
1805,73,49,16409.79,2022-09-09,08:21:47
1806,74,12,14532.02,2013-05-27,21:59:04
1807,178,28,6405.88,2024-07-31,15:51:29
1808,169,46,8219.44,2022-01-31,16:46:04
1809,164,11,24469.23,2015-11-02,22:04:51
1810,69,49,44225.32,2015-05-27,11:55:05
1811,173,33,35126.86,2014-01-13,02:39:47
1812,71,48,31397.29,2024-04-28,00:12:28
1813,162,16,17135.89,2016-08-18,04:36:32
1814,160,3,47459.87,2014-04-23,08:49:56
1815,145,4,36724.48,2023-01-22,23:20:49
1816,171,43,22881.75,2015-01-12,09:49:54
1817,107,22,29102.44,2018-10-13,20:59:55
1818,56,27,35637.24,2023-01-26,00:00:31
1819,112,44,22825.02,2022-10-14,03:00:19
1820,30,20,20259.42,2024-08-20,11:23:19
1821,139,48,42309.41,2021-11-25,21:43:20
1822,197,45,19891.35,2020-02-25,20:02:31
1823,131,1,693.95,2022-09-04,19:08:29
1824,195,25,37135.96,2022-10-24,06:10:52
1825,129,30,18467.44,2024-02-19,23:24:00
1826,185,48,4165.58,2023-07-08,21:41:25
1827,31,22,32509.19,2011-12-18,10:15:34
1828,79,50,24851.1,2024-03-19,02:14:58
1829,48,32,9148.14,2018-04-08,21:46:42
1830,39,27,33201.37,2012-03-15,10:32:59
1831,155,34,34247.24,2010-02-02,15:14:47
1832,155,43,7584.68,2019-07-21,00:47:56
1833,34,23,5055.07,2022-09-03,00:58:30
1834,23,40,32416.89,2020-09-24,00:57:00
1835,4,40,42084.86,2016-01-18,09:03:27
1836,140,45,41103.57,2019-01-31,09:03:39
1837,34,3,9789.84,2020-12-17,03:29:05
1838,155,18,17067.64,2014-03-19,16:36:45
1839,172,1,23345.71,2020-12-05,14:42:16
1840,114,10,18401.56,2014-03-19,16:31:31
1841,34,8,25338.96,2023-04-09,17:51:26
1842,135,20,24589.12,2020-10-02,15:58:45
1843,174,20,36720.81,2024-06-19,16:02:28
1844,181,7,2576.95,2012-09-04,00:52:39
1845,133,19,11513.09,2024-03-07,11:39:14
1846,153,49,12068.21,2023-03-08,18:51:07
